Word	Count
praksis	3
tap	3
menneskerettighetene	3
kjær	3
sammenhenger	3
samtale	3
rammer	3
kreativitet	3
intervju	3
familiemedlem	3
hjemmene	3
klimaendringer	3
krafttak	3
veier	3
rot	3
periode	3
budskap	3
virksomhet	3
regi	3
landskap	3
kravene	3
midtøsten	3
forankring	3
fødsel	3
drømmer	3
tusener	3
råd	3
politi	3
mobbing	3
tak	3
følge	3
spor	3
arbeidsledigheten	3
arven	3
virksomheten	3
klode	3
avstand	3
utrygghet	3
kulturbakgrunn	3
øynene	3
goder	3
oppslutning	3
ol	3
ensomheten	3
tiltak	3
tidene	3
skoler	3
belastning	3
naboer	3
anerkjennelse	3
besteforeldre	3
samfunnets	3
oppfatninger	3
ansikt	3
fredens	3
muslimer	3
uke	3
mangel	3
jorda	3
ressursene	3
samfunnsutviklingen	3
dialog	3
arbeidsledighet	3
gutten	3
ensomhet	3
medfølelse	3
gaver	3
ekteskap	3
ytringsfrihet	3
følelsen	3
hjelpearbeid	3
lærere	3
grunner	3
livsutfoldelse	3
håpet	3
angst	3
slottsplassen	3
fordeling	3
egenart	3
forskning	3
askeladden	3
dikteren	3
utgangspunktet	3
nabo	3
teknologi	3
friheten	3
bekymring	3
livserfaring	3
forsøk	3
personer	3
antall	3
savn	3
forsvar	3
terskelen	3
redsel	3
arbeidsplassen	3
november	3
resultater	3
erkjennelse	3
sjel	3
slekt	3
landegrenser	3
følelser	3
handling	3
plan	3
trondheim	3
bånd	3
forventningspress	3
tanken	3
viljen	3
årsskifte	3
visdom	3
faktorer	2
misbruk	2
mai	2
gevinst	2
honnør	2
latter	2
resultat	2
prosessen	2
dugnadsånden	2
ståsted	2
vann	2
aggresjon	2
helhet	2
katastrofer	2
målene	2
forventninger	2
organisasjonen	2
fremtidens	2
symbol	2
ydmykhet	2
friluftslivets	2
forenes	2
hen	2
havet	2
leder	2
fns	2
fortrinn	2
faren	2
naturkreftene	2
bjørnson	2
musikk	2
resultatet	2
bevisstheten	2
ødeleggelser	2
paragrafene	2
åpningen	2
venn	2
kulturminner	2
luft	2
tur	2
bidrag	2
øre	2
mellomrom	2
ansikter	2
hjerter	2
særdeleshet	2
forventning	2
drøm	2
språk	2
ildsjeler	2
takknemlighet	2
sangen	2
terror	2
byens	2
spørsmål	2
verdensøkonomien	2
slekters	2
adgang	2
feiring	2
yrkesgruppe	2
sårbarhet	2
forfatteren	2
mangelvare	2
fenomen	2
trønderne	2
partner	2
bildene	2
oppfordring	2
samhold	2
endring	2
fjellvann	2
mørket	2
planlegging	2
urett	2
jøder	2
felleseie	2
fylker	2
velferd	2
inspirasjon	2
russland	2
barnebarn	2
myter	2
filosofen	2
vakt	2
klimaet	2
tilbakeblikk	2
ungdommene	2
strøk	2
sår	2
virksomheter	2
operasjoner	2
lokalmiljøet	2
vern	2
aids	2
resten	2
linje	2
skolegården	2
ære	2
forbindelser	2
intoleranse	2
sokkel	2
forskjellighet	2
ungdommen	2
livsgrunnlaget	2
hjem	2
fotspor	2
selvironi	2
miljøet	2
trinn	2
mobberne	2
død	2
asia	2
demokratiets	2
klima	2
uskyld	2
tilhørighet	2
gode	2
fjellet	2
miljøene	2
synlighet	2
menneskelivet	2
grunnlov	2
forsoning	2
naturkatastrofen	2
velstanden	2
øy	2
lokalsamfunn	2
visjon	2
lokalsamfunnet	2
verdensdel	2
rusmidler	2
skritt	2
linjene	2
bildet	2
skolegang	2
tankene	2
forbilde	2
sidelinjen	2
kilder	2
kongehuset	2
utpekt	2
vitne	2
konferanser	2
ressursen	2
misjonsorganisasjoner	2
pakt	2
paralympics	2
fjor	2
øyeblikket	2
prøve	2
likestilling	2
natten	2
islam	2
spørsmålene	2
selvstendighet	2
felleskapet	2
sinn	2
fortellinger	2
krisesituasjoner	2
flom	2
musikere	2
erfaringer	2
nasjonalitet	2
verdenssamfunn	2
nasjonen	2
signaler	2
fredsarbeid	2
medlem	2
impulser	2
avtaler	2
uttrykksformer	2
plikter	2
ideer	2
juli	2
samling	2
nyttårstale	2
veivisere	2
fredsprisen	2
skyld	2
nærmiljø	2
utspill	2
vitenskap	2
steg	2
tryggere	2
toget	2
finnmark	2
bål	2
vennskap	2
amerika	2
kjærligheten	2
samarbeidet	2
skyer	2
høytid	2
bygget	2
tusenvis	2
idretten	2
skolens	2
beslutninger	2
sameksistens	2
bøker	2
generasjonene	2
ben	2
inntekt	2
tilbud	2
målestokk	2
satsing	2
representanter	2
oppslutningen	2
hjertet	2
forbilder	2
forlovelse	2
fortsettelsen	2
klodens	2
arbeidsliv	2
skog	2
utnyttelse	2
hjerte	2
skillelinjer	2
barnet	2
kaffe	2
den	2
statsminister	2
bilen	2
kjernen	2
målet	2
gangen	2
nyhetene	2
linjer	2
ønsker	2
avstanden	2
minnet	2
begivenhet	2
slekter	2
lover	2
bror	2
kulturminneåret	2
endringene	2
kronprinsen	2
tema	2
innbyggere	2
bakteppe	2
valget	2
tilfeller	2
sterkere	2
arrangement	2
beredskap	2
ulykken	2
slags	2
ytringer	2
bærebjelkene	2
høster	2
gjestfrihet	2
interesser	2
paragraf	2
orkestre	2
kina	2
lillehammer	2
vegne	2
sjanse	2
stunder	2
hjørne	2
ordninger	2
oktober	2
helter	2
erkjennelsen	2
samfunnsdebatten	2
innsamlingsaksjoner	2
livsmot	2
vis	2
årsaken	2
sjøen	2
paris	2
fremskritt	2
ungdommer	2
kanter	2
aktiviteter	2
innsatsvilje	2
trollene	2
hevnlyst	2
interessemotsetninger	2
erfaringen	2
vellykkethet	2
lederskap	2
vekst	2
stengsler	2
arbeidskraft	2
ide	2
sans	2
aften	2
visjoner	2
slag	2
stykket	2
innsyn	2
rammen	2
påvirkning	2
kreftene	2
landene	2
fortvilelse	2
helheten	2
okkupasjon	2
bakken	2
nøkkelord	2
produksjon	2
grunnen	2
trøst	2
debattene	2
oppbrudd	2
skogen	2
teorier	2
barnebarna	2
øst-europa	2
prestasjoner	2
oppmerksomheten	2
ansiktene	2
høyskoler	2
jubileet	2
jordskjelvet	2
form	2
tallene	2
sørøst-asia	2
heltene	2
årsaker	2
omsorgen	2
innsikt	2
stand	2
nei	2
eventyr	2
folkets	2
forfatter	2
drama	2
prinsessen	2
karakter	2
vitner	2
møtene	2
historier	2
debatt	2
nidarosdomen	2
reise	2
posisjoner	2
kor	2
statsledere	2
nærmiljøet	2
svaret	2
straks	2
landsmenn	2
jugoslavia	2
humanisme	2
forutsetning	2
lærdom	2
ulikhet	2
kongens	2
overgang	2
byen	2
lidelse	2
apparat	2
brevene	2
intet	2
sør-afrika	2
innflytelse	2
vissheten	2
rygg	2
barne	2
fanen	2
stortinget	2
planer	2
naturressursene	2
kulturnasjon	2
miljøproblemer	2
synagogen	2
lekene	2
rusproblem	2
fellesskapets	2
tjeneste	2
tall	2
stemmerett	2
kolleger	2
konfliktene	2
preg	2
konge	2
motstand	2
ressurs	2
styre	2
fisk	2
tidsalder	2
kvelden	2
verne	2
skaperverket	2
dagsrevyen	2
idrettsutøvere	2
barnehagen	2
stund	2
tilliten	2
etnisitet	2
lek	2
førstesider	2
refleksjoner	2
perspektiv	2
orde	2
berømmelse	2
familiene	2
innledningen	2
rekruttering	2
kulturlivet	2
erfaringene	2
samliv	2
revy	2
henvendelser	2
regionen	2
markeringene	2
seier	2
omstilling	2
nivåer	2
etableringsfasen	2
bevaring	2
fortidens	2
balanse	2
fremtidstro	2
forutsetninger	2
union	2
skaperkraft	2
kurs	2
jobb	2
varsel	2
verdenskartet	2
dikter	2
statsbesøket	2
tilknytning	2
nabolaget	2
kriminalitet	2
verdener	1
kommunevalget	1
fredsprisvinner	1
usikkerhetsfaktor	1
satsingen	1
ildsjelene	1
påkjenninger	1
pilegrimer	1
avgjørelser	1
næringen	1
diskusjon	1
kontinentene	1
biskopen	1
skavanker	1
bygda	1
utdeling	1
individet	1
profesjoner	1
øret	1
fortellingene	1
besitter	1
helsepersonell	1
småbarnsfamilier	1
juleutstilling	1
redningsarbeidere	1
motsetninger	1
flekk	1
drivkraften	1
pulsslag	1
mottaker	1
læreren	1
velsignelse	1
sunnhetstegn	1
ekteskapsinngåelse	1
giv	1
oppfinnsomhet	1
urettferdigheten	1
billedkunst	1
stater	1
samvær	1
pådriver	1
kompetansemiljøer	1
nyskaping	1
je	1
talsmann	1
omsorgspersoner	1
egenverdi	1
bjørnsons	1
utstillingsvindu	1
aldere	1
industri	1
lillehammer-ol	1
flommer	1
velferdsstaten	1
feste	1
gårde	1
trafikkulykker	1
mysterium	1
pusten	1
barnsben	1
tv-serie	1
epidemier	1
guttene	1
julehøytiden	1
frankrike	1
vinneren	1
parken	1
nulltoleranse	1
tyskland	1
boken	1
flagg	1
menneskenes	1
areal	1
motbør	1
flomofre	1
tjenesten	1
tilfredse	1
fremsynte	1
statsministeren	1
mørketallene	1
trøndelag	1
hjertesak	1
haag	1
overskrift	1
forskere	1
rekonvalesens	1
ekstremvær	1
kontoret	1
poeng	1
forsiktighet	1
roen	1
mot	1
samarbeidspartnere	1
eu	1
ramme	1
arrangementet	1
belastninger	1
dugnadsarbeid	1
demonstrasjoner	1
rang	1
forskjell	1
limet	1
initiativet	1
unnskyldning	1
midten	1
verset	1
fritiden	1
gjennomføringen	1
varmet	1
glemsel	1
oppkjøp	1
farfar	1
jordsmonn	1
påkjenning	1
fartøyer	1
ed	1
skole	1
barnas	1
forurensning	1
trussel	1
temaet	1
styrking	1
årsskiftet	1
fremmed	1
inngåelse	1
arkitektur	1
vakuum	1
grunnloven	1
vurderingen	1
anliggender	1
trosfeller	1
gården	1
flykter	1
fiskeren	1
livssynssamfunn	1
former	1
hundre	1
vestfold	1
markus	1
gjerder	1
savner	1
refleksjon	1
stat	1
menneskeverdet	1
oljeproduksjonen	1
vinnerne	1
idrettslivet	1
gjenforening	1
innholdet	1
illusjoner	1
slagordet	1
budskapet	1
tilgang	1
play	1
måned	1
folkegrupper	1
selvfølelsen	1
bevis	1
prosess	1
diplomati	1
oppdragelsen	1
turister	1
vinduet	1
tiendedeler	1
motløshet	1
hindring	1
katastrofen	1
valfartssted	1
roller	1
arbeidsinnsats	1
fremtidsmuligheter	1
angsten	1
fortegn	1
invitasjonen	1
meningsmotstandere	1
bringer	1
medelever	1
omtale	1
navnet	1
vitnemål	1
nabolag	1
rollen	1
stridighetene	1
transportetappe	1
ordtak	1
tilvekst	1
antologi	1
bolig	1
lovløshet	1
næringer	1
abrahams	1
integrering	1
familielivet	1
uroen	1
vendinger	1
minoritetsbakgrunn	1
august	1
nivå	1
brødrene	1
rute	1
landsdelen	1
trenet	1
bølle	1
nyttår	1
lengsler	1
drømmene	1
fattigdommen	1
gjøremål	1
håndverksfag	1
nordlendinger	1
amazonas	1
råds	1
baklengs	1
menneskehetens	1
hamar	1
kakao	1
pepperkaker	1
nytenkning	1
ungdomsarbeid	1
fritidsbeskjeftigelse	1
kriseberedskap	1
fremmedhat	1
lampen	1
entusiasmen	1
mobbeoffer	1
kaster	1
sjåvinisme	1
fakkeltog	1
skuff	1
omkommet	1
varde	1
perspektivet	1
verv	1
innvirkning	1
laget	1
medhjelpere	1
julekort	1
bagateller	1
nordsjøen	1
forakt	1
naboforhold	1
garanti	1
flyktninger	1
håndtrykk	1
kropp	1
urettferdighet	1
enhver	1
sanser	1
særstilling	1
terrorister	1
blokker	1
overflaten	1
sommerferie	1
datoer	1
livskrise	1
lappen	1
skitur	1
radioen	1
gikk	1
frykten	1
håndtrykket	1
leveår	1
livsstil	1
åtteåringen	1
blader	1
høytidene	1
fritt	1
spennet	1
ondskapens	1
antyder	1
velstandsutvikling	1
kåringer	1
utstillinger	1
sverige	1
opphav	1
friluftsliv	1
livsoppgave	1
grenene	1
beskytte	1
scener	1
inntrykkene	1
sikt	1
avviklingen	1
realiteten	1
vansker	1
rekordoppslutning	1
motivene	1
helikopterulykken	1
boliger	1
bokåret	1
gass	1
opptreden	1
gjestebud	1
ungdomstiden	1
kompetansen	1
småbåter	1
byrde	1
gulfkrigen	1
kommune	1
senger	1
takhøyde	1
originaler	1
byggingen	1
hønefoss	1
kolahalvøya	1
london	1
velferdsgoder	1
undervisningsopplegg	1
klarsyn	1
innvortes	1
humanismens	1
ytterkantene	1
fantasi	1
klokskapen	1
offer	1
prøvelse	1
mobbere	1
perioder	1
sammenhengen	1
arbeidsplassene	1
teknikk	1
milepæler	1
uvisshet	1
vår	1
jubileumsåret	1
sosiologen	1
tilsier	1
vinder	1
problemet	1
himalaya	1
hensyn	1
hver	1
trådene	1
skoledagene	1
påvirkninger	1
klimaspørsmål	1
kameratene	1
krigsutbruddet	1
læreplaner	1
stigen	1
understreket	1
samfunnsliv	1
folketallet	1
aksjoner	1
fiskeprodukter	1
avis	1
politikere	1
foredle	1
fortoner	1
hjørnet	1
fotball	1
slovakia	1
parforhold	1
kopp	1
medborgere	1
gjelde	1
forbruk	1
krisene	1
folkestyret	1
klimaendring	1
videreutdanning	1
allemannsretten	1
audiens	1
hendelser	1
kroner	1
oppholdssted	1
bearbeidelsen	1
depresjon	1
livsgleden	1
privatøkonomien	1
naturvernere	1
folkemengden	1
fundamentet	1
kjønn	1
havets	1
omfang	1
fantasien	1
slitere	1
banker	1
småbarnsmor	1
opplegg	1
vinteren	1
sivilisasjon	1
nidelven	1
rår	1
forferdelse	1
integritet	1
godet	1
entusiasme	1
bagasje	1
kontakter	1
jordens	1
sagaer	1
studier	1
student	1
småting	1
årstider	1
inngripen	1
verdensdeler	1
lyse	1
lokalmiljøer	1
stormer	1
spennvidden	1
idrett	1
kildene	1
vandring	1
blodbad	1
berlinmurens	1
ett	1
haakons	1
grunnlovsjubileet	1
menneskelighet	1
50-årsjubileet	1
berlinmuren	1
evner	1
prosjekter	1
sommeren	1
lydnivået	1
prisen	1
uttalelser	1
president	1
dugnaden	1
kalenderen	1
wergeland	1
forening	1
gruveulykken	1
strofe	1
økning	1
konger	1
vetter	1
ungdomsmiljøer	1
giverglede	1
angrep	1
terroristene	1
sjelens	1
prislapp	1
bord	1
næring	1
referansene	1
samlingspunkt	1
eksemplar	1
turneringer	1
luksus	1
tankesett	1
status	1
varmer	1
grunnlovens	1
tenkning	1
rettsvesenet	1
barndom	1
motsetning	1
systemet	1
fremgangen	1
statistikkene	1
bro	1
søster	1
mjuke	1
nesbø	1
jesu	1
dører	1
kjølvannet	1
trafikken	1
lappene	1
anstrengelser	1
inkludering	1
tendenser	1
møteplasser	1
utdannet	1
avisenes	1
strenger	1
oppvekst	1
ettertiden	1
risiko	1
kystbefolkningen	1
trailere	1
opplevelsen	1
tempo	1
annerledeshet	1
grensen	1
grunnskoler	1
arbeidsgivere	1
taushet	1
beliggenhet	1
25-årsjubileum	1
gjenklang	1
fortellingen	1
flokk	1
tryggheten	1
livssituasjon	1
alvdal	1
fjellturer	1
kontakten	1
begivenhetene	1
kulturers	1
trøster	1
oldeforeldre	1
oppskrift	1
prøvet	1
ordtaket	1
månen	1
besluttsomhet	1
møteplass	1
erfart	1
framtidstro	1
demonstrasjon	1
gren	1
ledestjerne	1
lommeformat	1
oppmuntring	1
institusjoner	1
rettesnor	1
andel	1
maktmisbruk	1
folkeskikk	1
kloke	1
politiarbeidet	1
redningskorps	1
leveregler	1
medlemmer	1
sos	1
unionsoppløsningen	1
glipp	1
spontanitet	1
måltid	1
forandringens	1
rastløsheten	1
spekteret	1
besøket	1
regjeringsskifte	1
fantasiverden	1
farene	1
forvaltningen	1
ulikhetene	1
dyreliv	1
øyeblikkets	1
legen	1
pengar	1
farsotten	1
overenstemmelse	1
lillesøster	1
østersjøen	1
møtested	1
seire	1
vitenskapens	1
oversikt	1
ens	1
menneskerettighetserklæringen	1
begrensning	1
bekjempelse	1
historiebøker	1
stadier	1
meningsbrytning	1
flyt	1
selgere	1
majestet	1
fasaden	1
spill	1
nynazister	1
kulturbyen	1
løyper	1
fattigdomsproblemer	1
rettigheten	1
bjørnstjerne	1
dåd	1
nærheten	1
hørsel	1
medaljer	1
perifere	1
ønskene	1
oppegård	1
paradokser	1
bryllup	1
menigheter	1
klimagasser	1
jødene	1
vennskapsforhold	1
drivkraft	1
mager	1
tenåringer	1
flertallet	1
bruer	1
telemark	1
omstillingene	1
borgere	1
pur	1
riksforsamlingen	1
graver	1
moster	1
krigsår	1
mistenkeliggjøring	1
samlivsbrudd	1
oppdagelsesferd	1
nedlatenhet	1
hjørnesten	1
murene	1
religionene	1
jenter	1
salmen	1
stimulere	1
bitene	1
rusmisbrukere	1
håndverk	1
utgangen	1
sjelen	1
forbud	1
trettitalls	1
utslipp	1
hendene	1
tilegnelse	1
trekk	1
konkurrenter	1
investering	1
mindretall	1
leit	1
signingen	1
ulikheter	1
titler	1
blikket	1
troll-feltet	1
samkvem	1
natteravner	1
dirrer	1
årsakene	1
organisering	1
sansen	1
elling	1
forum	1
innlegg	1
samfunnsborgere	1
reiseprogram	1
oppvekstvilkår	1
angret	1
storbyer	1
feltet	1
koker	1
nye	1
deltar	1
tropper	1
forandringer	1
lysene	1
samvittigheten	1
utilstrekkelighet	1
kosovo	1
foregangsland	1
statsborgerskapet	1
restene	1
lun	1
gaten	1
vise	1
småbarn	1
1960-tallet	1
amerikaner	1
renteøkning	1
medspiller	1
f.eks	1
kampanjen	1
brutalitet	1
vugge	1
åpenheten	1
selvtillit	1
følger	1
lederansvar	1
krigeren	1
sikkerhetsrådet	1
svigermor	1
gjester	1
tallet	1
søken	1
sosialsektoren	1
kunstnere	1
boligmarkedet	1
teatre	1
regnskap	1
sikkerhetsnett	1
møtets	1
minnene	1
krigsopplevelser	1
sekund	1
råde	1
identitetskrise	1
fortjenstmedalje	1
høydepunkter	1
energi	1
nyvinning	1
verdensbildet	1
bokstaver	1
slit	1
trangen	1
klassekameratene	1
europeere	1
markeder	1
murer	1
plattform	1
bitterhet	1
kjenningsmelodien	1
staten	1
forfatning	1
festen	1
krisen	1
juni	1
folkevandring	1
fasthet	1
tunneller	1
merket	1
berlevåg	1
livene	1
mars	1
kritikk	1
tog	1
råvarer	1
angrepene	1
egenskapene	1
selvbilde	1
iran	1
foreninger	1
velkommen	1
grieg	1
skjellsord	1
tollvesenet	1
pionerer	1
holocaust	1
el-biler	1
dataspill	1
katastrofene	1
menneskerett	1
jødenes	1
hjemmets	1
dato	1
tsjekkia	1
barneårene	1
finpussing	1
eden	1
time-out	1
synspunkter	1
kan	1
hinder	1
lærer	1
kongo	1
grunnskolene	1
motvilje	1
puslespill	1
hjelperne	1
nasjonaldagen	1
skolevesen	1
realitet	1
orientering	1
diktet	1
støtteapparatet	1
samboeren	1
kristendom	1
samfunnslag	1
de	1
sovjetunionen	1
kommuneplan	1
endringer	1
omstillingsprosess	1
utbyggingen	1
naturressurser	1
forsvarets	1
natt	1
konflikten	1
ryggen	1
rommet	1
strøm	1
hjemmehjelpen	1
rekken	1
samtalens	1
olympiske	1
tek	1
rase	1
julefeiring	1
politimannen	1
himmelstrøk	1
trender	1
personangrep	1
holdning	1
mangelen	1
motmæle	1
ugjerningen	1
undersøkelsen	1
system	1
kreftpasient	1
skoleverket	1
tilbringer	1
sevilla	1
oppbygging	1
landbruk	1
flyet	1
personell	1
bergen	1
jaget	1
ros	1
motvirke	1
oppland	1
slåssing	1
grus	1
hovedsak	1
frivillighetssentralen	1
marken	1
demokratier	1
undervisningen	1
kvalifikasjoner	1
etterfølgere	1
helere	1
sannhetskommisjonen	1
fjelltopp	1
sympati	1
billass	1
kvinne	1
retten	1
rettssikkerhet	1
forhånd	1
læresteder	1
grinder	1
fyre	1
dialogen	1
forurensing	1
medgang	1
stormakter	1
grind	1
etterkommere	1
tollvesen	1
skoleklasser	1
barentsregionen	1
syne	1
vektlegging	1
statslederen	1
alaska	1
polen	1
talenter	1
mystikk	1
glød	1
frigjøringsjubileet	1
bunns	1
kraften	1
nøkkelordene	1
cellisten	1
makten	1
statsborgere	1
hyggeligere	1
politistasjon	1
grav	1
ødeleggelsene	1
forbildene	1
livsfase	1
nærvær	1
markedet	1
prøver	1
valgmuligheter	1
bredden	1
barnekonvensjon	1
hovedansvaret	1
storsamfunnet	1
omskolering	1
livsledsager	1
brudd	1
testen	1
september	1
pionérer	1
studiegjeld	1
bryst	1
omstillinger	1
diplomatiet	1
haiti	1
erklæring	1
hendelse	1
intelligens	1
nasjonene	1
geneve	1
reisetips	1
bedring	1
redningsselskapet	1
lederegenskaper	1
bestrebelser	1
400-tallet	1
kosen	1
fatningen	1
klimakonferansen	1
avgjørelse	1
nøklene	1
svikter	1
nakke	1
innslaget	1
tiårene	1
motgang	1
gamlekara	1
kommunene	1
balkan	1
afrika	1
seremoni	1
artister	1
film	1
barnebarns	1
privatpersoner	1
arbeidsmiljø	1
bud	1
tradisjonen	1
ettervirkningene	1
manifestasjoner	1
1000-års	1
barnebyer	1
regel	1
klimatoppmøtet	1
image	1
opprettholdes	1
demokratiforkjempere	1
lidelsene	1
ærefrykt	1
sommerens	1
østlandet	1
løft	1
begivenheten	1
ytterpunkter	1
storhet	1
ulykke	1
helsesøster	1
moskéen	1
overlevelse	1
toppmøte	1
århundrer	1
syder	1
vest-europa	1
fryktens	1
helsestell	1
rekreasjon	1
kravet	1
signal	1
verdensreligionene	1
historiens	1
grunnpilarene	1
utviklingsarbeidet	1
idrettsstjerner	1
uniformering	1
jager	1
lanseringen	1
menighet	1
religion	1
strømninger	1
mistro	1
fordømmelse	1
miljøsituasjonen	1
bli	1
naboskap	1
taler	1
instans	1
konklusjonen	1
generalsekretær	1
janus	1
kronprinsparets	1
ein	1
signing	1
forskjellen	1
nettverk	1
lykte	1
toppene	1
verdidebatten	1
brannen	1
fragmenter	1
appell	1
strid	1
flomkatastrofen	1
arrangørene	1
samspill	1
ungdomstrinnet	1
pappa	1
